verseId	book	chapter	verse	text
B09_C017_V034	1 Samuel	17	34	Akan tetapi, Daud berkata kepada Saul, “Hambamu ini sudah terbiasa menggembalakan kawanan domba ayahnya. Ketika singa atau beruang datang untuk mengambil seekor domba dari kawanannya,
B09_C017_V035	1 Samuel	17	35	aku akan mengejarnya dan menyerangnya, lalu melepaskan domba itu dari mulutnya. Jika dia bangkit untuk melawan aku, aku akan menangkap janggutnya, lalu menyerang dan membunuhnya.
B09_C017_V036	1 Samuel	17	36	Hambamu ini pernah membunuh, baik singa maupun beruang, maka orang Filistin yang tidak bersunat itu akan sama seperti salah satu dari binatang-binatang itu. Sebab, dia telah menghina barisan Allah yang hidup.”
B09_C017_V037	1 Samuel	17	37	Daud berkata lagi, “TUHAN telah melepaskanku dari cakar singa dan cakar beruang, Dia juga yang akan melepaskanku dari tangan orang Filistin itu.” Saul berkata kepada Daud, “Pergilah! Kiranya TUHAN menyertaimu!”
B09_C017_V038	1 Samuel	17	38	Kemudian, Saul mengenakan baju perangnya kepada Daud, meletakkan ketopong tembaga di atas kepalanya, dan mengenakan baju zirah kepadanya.
B09_C017_V039	1 Samuel	17	39	Daud menyandangkan pedangnya di atas baju perangnya, kemudian dia berusaha untuk berjalan, sebab dia belum pernah memakainya. Daud berkata kepada Saul, “Aku tidak bisa berjalan dengan semuanya ini, sebab aku belum pernah memakainya.” Kemudian, Daud menanggalkan semua itu.
B09_C017_V040	1 Samuel	17	40	Daud mengambil tongkat di tangannya, lalu memilih lima batu licin dari sungai dan ditaruhnya dalam kantong gembala kepunyaannya, yaitu tempat batu-batu. Dengan umban di tangannya, dia mendekat kepada orang Filistin itu.
B09_C017_V041	1 Samuel	17	41	Orang Filistin itu berjalan mendekati Daud, sedangkan orang yang membawa perisainya ada di depannya.
B09_C017_V042	1 Samuel	17	42	Ketika orang Filistin itu melihat dan memperhatikan Daud, dia menghinanya karena dia masih muda, kemerah-merahan, dan berwajah tampan.
B09_C017_V043	1 Samuel	17	43	Orang Filistin itu berkata kepada Daud, “Anjingkah aku sehingga kamu datang kepadaku dengan tongkat?” Lalu, orang Filistin itu mengutuki Daud demi ilahnya.
B09_C017_V044	1 Samuel	17	44	Orang Filistin itu berkata kepada Daud, “Datanglah kepadaku, dan akan kuberikan dagingmu kepada burung-burung di udara dan binatang-binatang di padang.”
B09_C017_V045	1 Samuel	17	45	Daud berkata kepada orang Filistin itu, “Kamu datang kepadaku dengan pedang, tombak, dan lembing. Akan tetapi, aku datang kepadamu dengan nama TUHAN, semesta alam, Allah barisan Israel, yang kautantang itu.
B09_C017_V046	1 Samuel	17	46	Pada hari ini, TUHAN akan menyerahkan kamu ke dalam tanganku. Aku akan mengalahkanmu dan memenggal kepalamu. Pada hari ini, aku akan memberikan mayatmu dan mayat tentara Filistin kepada burung-burung di udara dan binatang-binatang liar di hutan sehingga seluruh bumi mengetahui bahwa ada Allah bagi Israel,
B09_C017_V047	1 Samuel	17	47	dan supaya semua umat ini mengetahui bahwa TUHAN tidak menyelamatkan dengan pedang atau tombak, sebab TUHAN yang berperang dan Dia akan menyerahkanmu ke dalam tangan kami.”
B09_C017_V048	1 Samuel	17	48	Pada waktu orang Filistin itu bangkit, maju, dan mendekat menghadapi Daud, dengan segera Daud berlari ke barisan musuh untuk melawan orang Filistin itu.
B09_C017_V049	1 Samuel	17	49	Kemudian, Daud memasukkan tangan ke dalam kantongnya untuk mengambil sebutir batu dari dalamnya, lalu diumbannya, dan mengenai dahi orang Filistin itu. Batu itu tertanam ke dalam dahinya, dan dia jatuh dengan menghadap ke atas tanah.
B09_C017_V050	1 Samuel	17	50	Dengan demikian, Daud mengalahkan orang Filistin itu dengan umban dan batu. Daud mengalahkan dan membunuh orang Filistin itu, tidak ada pedang di tangannya.
B09_C017_V051	1 Samuel	17	51	Daud berlari menghampiri orang Filistin itu, lalu berdiri di dekatnya. Dia mengambil pedangnya, lalu dihunusnya dari sarungnya untuk menghabisinya dengan memancung kepalanya. Ketika orang-orang Filistin melihat bahwa pahlawan mereka mati, mereka pun melarikan diri.
B09_C017_V052	1 Samuel	17	52	Bangkitlah orang-orang Israel dan Yehuda sambil bersorak-sorai dan mengejar orang Filistin sampai tiba di Gat dan sampai di pintu gerbang Ekron. Orang-orang Filistin yang mati terbunuh bergelimpangan di jalan Saaraim, sampai ke Gat dan sampai ke Ekron.
B09_C017_V053	1 Samuel	17	53	Lalu, orang Israel pulang dari pemburuan hebat atas orang Filistin, lalu menjarah perkemahan mereka.
B09_C017_V054	1 Samuel	17	54	Daud mengambil kepala orang Filistin itu, dan membawanya ke Yerusalem, tetapi senjata-senjatanya ditaruhnya di dalam kemahnya.
B09_C017_V055	1 Samuel	17	55	Ketika Saul melihat Daud maju menghadapi orang Filistin itu, dia bertanya kepada Abner, panglima tentaranya, “Anak siapakah pemuda itu, Abner?” Abner menjawab, “Demi tuanku yang hidup, ya Raja, aku tidak mengetahuinya.”
B09_C017_V056	1 Samuel	17	56	Raja berkata, “Tanyakanlah, anak siapakah pemuda itu.”
B09_C017_V057	1 Samuel	17	57	Ketika Daud kembali setelah mengalahkan orang Filistin itu, Abner pun memanggilnya dan membawanya menghadap Saul, sementara kepala orang Filistin itu di tangannya.
B09_C017_V058	1 Samuel	17	58	Saul bertanya kepadanya, “Anak siapakah kamu, hai anak muda?” Daud menjawab, “Anak hambamu, Isai, orang Betlehem.”
B09_C018_V001	1 Samuel	18	1	Setelah selesai berbicara dengan Saul, jiwa Yonatan terikat dengan jiwa Daud. Yonatan mengasihinya seperti jiwanya sendiri.
B09_C018_V002	1 Samuel	18	2	Pada hari itu, Saul mengambil dia dan tidak memperbolehkannya pulang ke rumah ayahnya.
B09_C018_V003	1 Samuel	18	3	Yonatan mengikat perjanjian dengan Daud, sebab dia mengasihinya seperti dirinya sendiri.
B09_C018_V004	1 Samuel	18	4	Yonatan menanggalkan jubah yang dikenakannya, lalu memberikannya kepada Daud, beserta baju perangnya, termasuk pedang, panah, dan ikat pinggangnya.
B09_C018_V005	1 Samuel	18	5	Daud pergi ke mana pun Saul mengutusnya, dan selalu berhasil, sehingga Saul mengangkatnya sebagai kepala prajurit perang. Hal itu dipandang baik oleh seluruh rakyat dan juga dalam pandangan pegawai-pegawai Saul.
B09_C018_V006	1 Samuel	18	6	Pada waktu mereka pulang, sesudah Daud mengalahkan orang Filistin, perempuan-perempuan dari seluruh kota Israel keluar sambil menyanyi dan menari untuk menyambut Raja Saul, dengan membunyikan rebana, dengan bersukaria dan dengan bunyi gerincing.
B09_C018_V007	1 Samuel	18	7	Perempuan-perempuan itu menari-nari sambil bernyanyi dengan berbalas-balasan, “Saul mengalahkan beribu-ribu, tetapi Daud berlaksa-laksa.”
B09_C018_V008	1 Samuel	18	8	Saul menjadi sangat marah, sebab perkataan itu mengesalkan hatinya. Pikirnya, “Mereka memperhitungkan Daud dengan berlaksa-laksa, sedangkan mereka memperhitungkan aku hanya beribu-ribu. Apa lagi yang dapat dia peroleh selain kerajaan?”
B09_C018_V009	1 Samuel	18	9	Sejak hari itu, Saul terus mengawasi Daud.
B09_C018_V010	1 Samuel	18	10	Keesokan harinya, roh jahat dari Allah turun atas Saul dengan cepat sehingga dia kesurupan di tengah rumahnya dengan tombak di tangannya. Daud pun memainkan kecapi dengan tangannya, seperti yang dia lakukan sehari-hari.
B09_C018_V011	1 Samuel	18	11	Saul melemparkan tombak itu, sebab pikirnya, “Aku akan menancapkan Daud ke dinding.” Akan tetapi, Daud menghindari tombak itu sampai dua kali.
B09_C018_V012	1 Samuel	18	12	Saul menjadi takut terhadap Daud, sebab TUHAN menyertainya, dan Dia menjauh dari Saul.
B09_C018_V013	1 Samuel	18	13	Karena itu, Saul menjauhkan dia dari hadapannya dan mengangkatnya sebagai kepala pasukan seribu. Dia pergi dan datang di depan rakyat.
B09_C018_V014	1 Samuel	18	14	Daud berhasil dalam semua perbuatannya, sebab TUHAN menyertainya.
B09_C018_V015	1 Samuel	18	15	Ketika Saul melihat bahwa Daud berhasil, dia menjadi takut kepadanya.
B09_C018_V016	1 Samuel	18	16	Namun, seluruh orang Israel dan orang Yehuda mengasihi Daud, sebab dia pergi dan datang di depan mereka.
B09_C018_V017	1 Samuel	18	17	Saul berkata kepada Daud, “Sesungguhnya, anakku perempuan yang tertua, Merab, akan kuberikan menjadi istrimu. Hanya, jadilah orang yang gagah perkasa bagiku dan lakukanlah peperangan bagi TUHAN.” Sebab, Saul berpikir, “Jangan tanganku yang melawannya, tetapi biarlah tangan orang Filistin yang melakukannya.”
B09_C018_V018	1 Samuel	18	18	Lalu, Daud berkata kepada Saul, “Siapakah aku dan siapakah saudaraku, kaum keluarga ayahku di Israel, sehingga aku menjadi menantu raja?”
B09_C018_V019	1 Samuel	18	19	Akan tetapi, ketika tiba waktunya untuk menyerahkan Merab, anak perempuan Saul, kepada Daud, perempuan itu malah diserahkan kepada Adriel, orang Mehola, menjadi istrinya.
B09_C018_V020	1 Samuel	18	20	Mikhal, anak perempuan Saul, jatuh cinta kepada Daud. Ketika Saul diberi tahu mengenai hal ini, dia menyetujuinya.
B09_C018_V021	1 Samuel	18	21	Saul berkata, “Aku akan memberikan Mikhal kepadanya supaya dia menjadi jerat baginya. Biarlah tangan orang Filistin melawannya.” Saul berkata kepada Daud untuk kedua kalinya, “Pada hari ini, kamu menjadi menantuku.”
B09_C018_V022	1 Samuel	18	22	Lalu, Saul memerintah pegawai-pegawainya, “Katakanlah kepada Daud dengan diam-diam, begini, ‘Sesungguhnya, raja menyukaimu, dan seluruh pegawainya mengasihimu. Karena itu, jadilah menantu raja.’”
B09_C018_V023	1 Samuel	18	23	Pegawai Saul menyampaikan perkataan itu kepada Daud. Akan tetapi, Daud menjawab, “Apakah perkara itu ringan dalam pandanganmu untuk menjadi menantu raja? Aku adalah seorang yang miskin dan rendah.”
B09_C018_V024	1 Samuel	18	24	Para pegawai Saul memberitahukan hal itu kepadanya, “Demikianlah jawaban yang diberikan Daud.”
B09_C018_V025	1 Samuel	18	25	Saul berkata, “Katakanlah kepada Daud begini, ‘Raja tidak menginginkan mas kawin selain seratus kulit khitan orang Filistin sebagai pembalasan kepada musuh raja.’” Saul bermaksud untuk menjatuhkan Daud melalui perantaraan orang Filistin.
B09_C018_V026	1 Samuel	18	26	Ketika para pegawainya menyampaikan perkataan itu kepada Daud, hal itu menyenangkan hati Daud untuk menjadi menantu raja. Sebelum genap waktunya,
B09_C018_V027	1 Samuel	18	27	Daud bangkit dan pergi bersama orang-orangnya dan mengalahkan dua ratus orang Filistin, serta membawa kulit khitan mereka. Saul menyerahkan Mikhal, anak perempuannya, kepada Daud untuk menjadi istrinya.
B09_C018_V028	1 Samuel	18	28	Demikianlah Saul melihat dan mengetahui bahwa TUHAN menyertai Daud, dan Mikhal, anak perempuan Saul, mengasihinya.
B09_C018_V029	1 Samuel	18	29	Saul semakin takut terhadap Daud, dan Saul menjadi musuh Daud seumur hidupnya.
B09_C018_V030	1 Samuel	18	30	Para pemimpin Filistin maju berperang. Daud lebih berhasil dari semua pegawai Saul, dan namanya menjadi sangat terkenal.
B09_C019_V001	1 Samuel	19	1	Saul mengatakan kepada Yonatan, anaknya, dan kepada semua pegawainya bahwa Daud harus dibunuh. Namun, Yonatan, anak Saul, sangat menyukai Daud.
B09_C019_V002	1 Samuel	19	2	Karena itu, Yonatan memberi tahu Daud, katanya, “Saul, ayahku, berusaha untuk membunuhmu. Jadi, berhati-hatilah besok pagi. Tinggallah di tempat yang terlindung dan bersembunyilah.
B09_C019_V003	1 Samuel	19	3	Aku akan keluar dan berdiri di sebelah ayahku, di padang tempat kamu berada. Aku akan berbicara tentang engkau kepada ayahku, dan melihat bagaimana dia, lalu memberitahumu.”
B09_C019_V004	1 Samuel	19	4	Kemudian, Yonatan mengatakan hal-hal baik tentang Daud kepada Saul, ayahnya, dan berkata kepadanya, “Janganlah Raja berbuat dosa terhadap hambanya, Daud, sebab dia tidak berdosa terhadapmu, bahkan perbuatannya sangat baik.
B09_C019_V005	1 Samuel	19	5	Dia mempertaruhkan nyawanya di tangannya dan mengalahkan orang Filistin sehingga TUHAN mengaruniakan kemenangan yang besar kepada seluruh Israel. Engkau melihatnya dan bersukacita. Mengapa engkau ingin berbuat dosa terhadap darah orang yang tidak bersalah dengan membunuh Daud tanpa alasan?”
B09_C019_V006	1 Samuel	19	6	Saul mendengarkan perkataan Yonatan dan Saul bersumpah, “Demi TUHAN yang hidup, dia tidak akan dibunuh!”
B09_C019_V007	1 Samuel	19	7	Sesudah itu, Yonatan memanggil Daud, dan Yonatan memberitahukan semua hal itu kepadanya. Kemudian, Yonatan membawa Daud kepada Saul, dan dia bekerja padanya seperti sebelumnya.
B09_C019_V008	1 Samuel	19	8	Peperangan terjadi lagi. Daud maju dan berperang melawan orang Filistin, serta mengalahkan mereka dengan serangan yang besar sehingga mereka melarikan diri dari hadapannya.
B09_C019_V009	1 Samuel	19	9	Namun, roh jahat yang dari TUHAN turun atas Saul ketika dia sedang duduk di rumahnya, dengan tombak di tangannya. Pada saat itu, Daud sedang bermain kecapi dengan tangannya.
B09_C019_V010	1 Samuel	19	10	Kemudian, Saul berusaha menancapkan Daud ke dinding dengan tombak itu. Namun, Daud menghindari tikaman Saul sehingga tombaknya mengenai dinding. Kemudian, Daud melarikan diri sehingga dia terluput pada malam itu.
B09_C019_V011	1 Samuel	19	11	Kemudian, Saul mengutus orang-orang suruhannya ke rumah Daud untuk mengawasi dan membunuhnya pada pagi hari. Mikhal, istri Daud, berkata kepadanya, “Jika engkau tidak meloloskan dirimu pada malam ini, besok engkau akan dibunuh.”
B09_C019_V012	1 Samuel	19	12	Kemudian, Mikhal menurunkan Daud dari jendela sehingga dia pergi melarikan diri dan terluput.
B09_C019_V013	1 Samuel	19	13	Sesudah itu, Mikhal mengambil terafim dan meletakkannya di tempat tidur. Ditaruhnya tenunan bulu kambing di bagian kepala, lalu menutupinya dengan selimut.
B09_C019_V014	1 Samuel	19	14	Ketika Saul mengutus orang-orang suruhan untuk menangkap Daud, perempuan itu berkata, “Dia sakit.”
B09_C019_V015	1 Samuel	19	15	Kemudian, Saul menyuruh orang-orang suruhan untuk melihat Daud, sambil berkata, “Bawalah dia dengan tempat tidurnya supaya aku dapat membunuhnya.”
B09_C019_V016	1 Samuel	19	16	Ketika orang-orang suruhan itu masuk, tampaklah terafim ada di tempat tidur dengan tenunan bulu kambing di bagian kepala.
B09_C019_V017	1 Samuel	19	17	Saul bertanya kepada Mikhal, “Mengapa kamu menipu aku seperti ini dengan melepaskan musuhku sehingga dia terluput?” Mikhal menjawab Saul, “Dia berkata kepadaku, ‘Biarkanlah aku pergi, mengapa kamu harus mati?’”
B09_C019_V018	1 Samuel	19	18	Daud melarikan diri dan selamat. Dia pergi kepada Samuel di Rama. Dia memberitahukan kepadanya semua yang dilakukan Saul terhadapnya. Kemudian, dia pergi dengan Samuel dan tinggal di Nayot.
B09_C019_V019	1 Samuel	19	19	Kepada Saul diberitahukan, “Sesungguhnya, Daud ada di Nayot, di Rama.”
B09_C019_V020	1 Samuel	19	20	Saul pun mengirim orang-orang suruhan untuk menangkap Daud. Namun, mereka melihat sekelompok nabi bernubuat, dan dipimpin oleh Samuel. Turunlah Roh Allah pada orang-orang suruhan Saul sehingga mereka juga bernubuat.
B09_C019_V021	1 Samuel	19	21	Ketika hal itu diberitahukan kepada Saul, dia mengutus orang-orang suruhan yang lain, dan mereka juga bernubuat. Sekali lagi, Saul mengutus beberapa pesuruh untuk yang ketiga kalinya, dan mereka juga bernubuat.
B09_C019_V022	1 Samuel	19	22	Sesudah itu, dia sendiri pergi ke Rama. Ketika sampai di dekat sumur besar yang ada di Sekhu, dia bertanya, katanya, “Di manakah Samuel dan Daud?” Seseorang menjawab, “Sesungguhnya, dia ada di Nayot, di Rama.”
B09_C019_V023	1 Samuel	19	23	Lalu, dia pergi ke sana, ke Nayot, di Rama, dan Roh Allah turun atasnya juga sehingga saat dia berjalan, dia bernubuat sampai dia tiba di Nayot, di Rama.
B09_C019_V024	1 Samuel	19	24	Bahkan, dia menanggalkan pakaiannya, dan dia juga bernubuat di depan Samuel. Dia rebah dengan telanjang sepanjang hari itu dan sepanjang malam di sana. Itulah sebabnya, orang bertanya, “Apakah Saul juga termasuk golongan nabi?”
B09_C020_V001	1 Samuel	20	1	Daud melarikan diri dari Nayot, di Rama, dan pergi kepada Yonatan serta berkata, “Apa yang telah aku lakukan? Apa kesalahanku? Apa dosaku di hadapan ayahmu sehingga dia menginginkan nyawaku?”
B09_C020_V002	1 Samuel	20	2	Yonatan berkata kepadanya, “Menjauhlah dari hal itu! Sesungguhnya, engkau tidak akan mati. Sesungguhnya, ayahku tidak akan melakukan sesuatu, baik besar maupun kecil, tanpa mengungkapkan kepadaku. Mengapa ayahku harus menyembunyikan hal ini dariku? Tidak mungkin!”
B09_C020_V003	1 Samuel	20	3	Akan tetapi, Daud bersumpah lagi, katanya, “Ayahmu benar-benar mengetahui bahwa aku mendapat belas kasih dalam pandanganmu, katanya, ‘Jangan sampai Yonatan mengetahui hal ini, atau dia akan bersedih hati.’ Namun, demi TUHAN yang hidup, dan demi nyawamu, hanya selangkah jaraknya antara aku dan maut.”
B09_C020_V004	1 Samuel	20	4	Yonatan berkata kepada Daud, “Apa saja yang hatimu katakan, aku akan melakukannya.”
B09_C020_V005	1 Samuel	20	5	Daud berkata kepada Yonatan, “Sesungguhnya, besok adalah bulan baru. Aku harus tinggal untuk duduk dan makan bersama raja. Namun, biarkanlah aku pergi sehingga aku dapat menyembunyikan diriku di padang sampai lusa petang.
B09_C020_V006	1 Samuel	20	6	Jika ayahmu menanyakan aku, katakanlah, ‘Daud meminta dengan sangat kepadaku untuk pergi ke Betlehem, kotanya. Sebab, di sana, ada upacara pengurbanan tahunan bagi seluruh keluarganya.’
B09_C020_V007	1 Samuel	20	7	Jika dia berkata, ‘Baiklah,’ berarti hambamu ini selamat. Namun, jika dia sangat marah, yakinlah bahwa dia memutuskan untuk mencelakakanku.
B09_C020_V008	1 Samuel	20	8	Karena itu, tunjukkanlah kebaikanmu kepada hambamu ini, sebab kamu mengikat perjanjian dengan hambamu ini di hadapan TUHAN. Namun, jika ada kesalahanku, bunuhlah aku, sebab mengapa kamu harus menyerahkan aku kepada ayahmu?”
B09_C020_V009	1 Samuel	20	9	Yonatan menjawab, “Jauhkanlah hal itu darimu, sebab jika aku mengetahui dengan pasti bahwa ayahku telah memutuskan untuk mencelakakanmu, tidakkah aku memberitahukannya kepadamu?”
B09_C020_V010	1 Samuel	20	10	Lalu, Daud bertanya kepada Yonatan, “Siapakah yang akan menceritakan kepadaku apabila ayahmu menjawabmu dengan keras?”
B09_C020_V011	1 Samuel	20	11	Yonatan berkata kepada Daud, “Marilah kita keluar ke padang.” Lalu, mereka berdua keluar ke padang.
B09_C020_V012	1 Samuel	20	12	Kemudian, Yonatan berkata kepada Daud, “Demi TUHAN, Allah Israel, akan kuselidiki ayahku, besok pada saat seperti ini, atau pada hari ketiga. Jika keadaannya terlihat baik bagi Daud, tidakkah aku akan menyuruh orang dan menyatakannya kepadamu?
B09_C020_V013	1 Samuel	20	13	Demikianlah yang akan TUHAN lakukan kepada Yonatan, katanya, bahkan lebih lagi, jika ayahku memandang baik untuk mendatangkan celaka terhadapmu, aku akan memberitahukan kepadamu dan membiarkan kamu pergi sehingga kamu dapat berjalan dengan selamat. Kiranya TUHAN menyertaimu, seperti Dia menyertai ayahku dahulu.
B09_C020_V014	1 Samuel	20	14	Sesungguhnya, jika aku masih hidup, bukankah engkau akan menunjukkan kasih setia TUHAN kepadaku supaya aku tidak mati?
B09_C020_V015	1 Samuel	20	15	Janganlah engkau memutuskan kasih setiamu kepada keturunanku sampai selamanya, bahkan ketika TUHAN melenyapkan masing-masing musuh Daud dari muka bumi.
B09_C020_V016	1 Samuel	20	16	Yonatan mengikat perjanjian dengan keturunan Daud. Biarlah TUHAN menuntutnya dari musuh-musuh Daud.”
B09_C020_V017	1 Samuel	20	17	Sekali lagi, Yonatan membuat Daud bersumpah demi kasihnya kepadanya, sebab dia mengasihinya seperti mengasihi dirinya sendiri.
B09_C020_V018	1 Samuel	20	18	Yonatan berkata kepadanya, “Besok adalah bulan baru, dan kamu pasti akan dinanti-nantikan, sebab tempat dudukmu akan kosong.”
B09_C020_V019	1 Samuel	20	19	Pada hari ketiga, turunlah dengan cepat ke tempat kamu menyembunyikan dirimu pada saat peristiwa itu, dan duduklah dekat bukit batu Ezil.
B09_C020_V020	1 Samuel	20	20	Aku akan memanahkan tiga anak panah di sampingnya, seolah-seolah membidik sasaran.
B09_C020_V021	1 Samuel	20	21	Lihatlah, aku akan menyuruh pelayanku, ‘Pergilah, mencari anak-anak panah itu.’ Jika aku memerintah demikian kepada pelayanku, ‘Lihat, anak-anak panah itu dekat kepadamu. Ambillah!’ Sesudah itu, datanglah, sebab kamu selamat dan tidak ada bahaya demi TUHAN yang hidup.
B09_C020_V022	1 Samuel	20	22	Jika kukatakan kepada orang muda itu begini, ‘Lihat, anak-anak panah itu lebih ke sana,’ pergilah, sebab TUHAN yang menyuruhmu pergi.
B09_C020_V023	1 Samuel	20	23	Hal yang kita janjikan, antara aku dan kamu, sesungguhnya TUHAN ada di antara kita sampai selamanya.”
B09_C020_V024	1 Samuel	20	24	Kemudian, Daud bersembunyi di padang. Ketika bulan baru tiba, raja duduk untuk makan.
B09_C020_V025	1 Samuel	20	25	Raja duduk di tempat kedudukannya seperti biasa, letaknya di dekat dinding. Yonatan berhadapan dengannya, dan Abner duduk di sisi Saul, sementara tempat Daud kosong.
B09_C020_V026	1 Samuel	20	26	Saul pun tidak berkata apa-apa pada hari itu, sebab dia berpikir, “Ada sesuatu yang terjadi padanya. Dia tidak tahir. Tentulah, dia tidak tahir.”
B09_C020_V027	1 Samuel	20	27	Keesokan harinya, sesudah bulan baru, pada hari kedua, tempat Daud masih kosong. Saul bertanya kepada Yonatan, anaknya, “Mengapa anak Isai itu tidak datang, baik kemarin maupun hari ini, untuk makan?”
B09_C020_V028	1 Samuel	20	28	Yonatan menjawab Saul, “Daud sudah memohon dengan sangat kepadaku untuk pergi ke Betlehem.
B09_C020_V029	1 Samuel	20	29	Katanya, ‘Sekarang, biarkanlah aku pergi, sebab ada upacara pengurbanan bagi kaumku di kota kami, dan aku mendapat perintah dari saudara-saudaraku. Oleh sebab itu, jika aku mendapat kemurahan dalam pandanganmu, kiranya berilah izin kepadaku untuk menengok saudara-saudaraku yang masih hidup’. Itulah sebabnya, dia tidak datang ke perjamuan raja.”
B09_C020_V030	1 Samuel	20	30	Kemarahan Saul bangkit terhadap Yonatan, sambil berkata, “Anak sundal kurang ajar! Tidakkah aku mengetahui bahwa kamu lebih suka kepada anak Isai itu? Sebuah cela memalukan bagi perut ibumu!
B09_C020_V031	1 Samuel	20	31	Sebab, selama anak Isai itu hidup di atas bumi, kamu dan kerajaanmu tidak akan kukuh. Sekarang, suruhlah orang membawanya kepadaku, sebab dia harus mati.”
B09_C020_V032	1 Samuel	20	32	Yonatan menjawab Saul, ayahnya, dengan berkata kepadanya, “Mengapa dia harus mati? Apa yang dilakukannya?”
B09_C020_V033	1 Samuel	20	33	Saul pun melemparkan tombaknya kepada Yonatan untuk membunuhnya. Yonatan mengetahui bahwa ayahnya itu telah benar-benar bermaksud untuk membunuh Daud.
B09_C020_V034	1 Samuel	20	34	Yonatan bangkit meninggalkan perjamuan itu dengan kemarahan yang menyala-nyala. Dia tidak makan apa-apa pada hari kedua pada bulan baru itu, sebab ayahnya telah menghinanya.
B09_C020_V035	1 Samuel	20	35	Adapun keesokan harinya, Yonatan pergi ke padang sesuai janjinya kepada Daud, dengan budak kecil menyertainya.
B09_C020_V036	1 Samuel	20	36	Dia berkata kepada pelayannya, “Larilah, carilah sekarang anak-anak panah yang kupanahkan.” Budak itu berlari, lalu dipanahkannya anak-anak panah melewatinya.
B09_C020_V037	1 Samuel	20	37	Ketika budak itu sampai ke tempat anak-anak panah yang dilepaskan Yonatan, Yonatan berseru dari belakang budak itu, katanya, “Bukankah anak panah itu lebih ke sana?”
B09_C020_V038	1 Samuel	20	38	Kemudian, Yonatan berseru lagi kepada budak kecil itu, “Ayo cepat, jangan berdiri saja!” Lalu, pelayan kecil itu mengambil anak-anak panah itu dan menyerahkannya kepada Yonatan.
B09_C020_V039	1 Samuel	20	39	Pelayannya itu tidak mengetahui apa pun. Hanya Yonatan dan Daud yang mengetahui hal itu.
B09_C020_V040	1 Samuel	20	40	Yonatan memberikan senjatanya kepada pelayan yang menyertainya, dan berkata kepadanya, “Pergilah, dan bawalah ke kota!”
B09_C020_V041	1 Samuel	20	41	Pelayannya itu pulang, dan Daud tampil dari sebelah bukit batu. Dia sujud dengan muka ke tanah dan menyembah tiga kali. Mereka berciuman satu dengan yang lain dan menangis satu dengan yang lain, tetapi Daud paling banyak menangis.
B09_C020_V042	1 Samuel	20	42	Yonatan berkata kepada Daud, “Pergilah dalam damai. Bukankah kita berdua telah bersumpah demi nama TUHAN demikian: TUHAN ada di antara aku dan di antara kamu, serta di antara keturunanmu dan keturunanku sampai selamanya.” (20-43) Karena itu, Yonatan bangun dan pulang ke kotanya.
B09_C021_V001	1 Samuel	21	1	Daud sampai di Nob, kepada Ahimelekh, imam itu. Dengan gemetar, Ahimelekh menemui Daud dan berkata, “Mengapa kamu seorang diri dan tidak ada orang yang bersamamu?”
B09_C021_V002	1 Samuel	21	2	Daud berkata kepada Imam Ahimelekh, “Raja memerintahkan sesuatu kepadaku, dengan berkata kepadaku, ‘Siapa pun tidak boleh mengetahui sesuatu yang kutugaskan dan kuperintahkan kepadamu. Karena itu, aku menunjuk anak buahku untuk pergi ke suatu tempat.
B09_C021_V003	1 Samuel	21	3	Sekarang, apa yang ada di tanganmu? Berikanlah lima roti atau apa saja yang ada.’”
B09_C021_V004	1 Samuel	21	4	Imam itu menjawab Daud, “Tidak ada roti biasa di tanganku, hanya ada roti kudus, jika anak buahmu dapat menjaga dirinya terhadap perempuan.”
B09_C021_V005	1 Samuel	21	5	Daud menjawab imam itu, “Sesungguhnya, kami tidak diperbolehkan bergaul dengan perempuan seperti sebelumnya saat aku berperang. Tubuh anak buahku itu kudus, bahkan ketika pada perjalanan biasa, terlebih lagi hari ini, tubuh mereka masing-masing kudus.”
B09_C021_V006	1 Samuel	21	6	Imam itu memberikan roti kudus itu, sebab tidak ada roti di sana kecuali roti persembahan, yang diambil dari hadapan TUHAN untuk ditukar dengan roti baru.
B09_C021_V007	1 Samuel	21	7	Pada hari itu, ada seorang pegawai Saul di sana yang ditahan untuk melayani TUHAN, namanya Doeg, orang Edom, yaitu pengawas gembala-gembala Saul.
B09_C021_V008	1 Samuel	21	8	Daud berkata kepada Ahimelekh, “Tidak adakah di sini, tombak atau pedang dalam tanganmu? Sebab, aku tidak membawa pedangku maupun senjataku karena perintah raja itu mendesak.”
B09_C021_V009	1 Samuel	21	9	Kemudian, imam itu berkata, “Pedang Goliat, orang Filistin yang kaukalahkan di Lembah Tarbantin itu, yang kebetulan terbungkus di dalam kain di belakang efod itu. Apabila kamu akan mengambilnya, ambillah. Sebab, tidak ada yang lain kecuali itu.” Daud berkata, “Tidak ada lagi yang seperti itu. Berikanlah kepadaku.”
B09_C021_V010	1 Samuel	21	10	Daud bangkit dan melarikan diri pada hari itu juga dari hadapan Saul. Dia pergi kepada Akhis, raja Gat.
B09_C021_V011	1 Samuel	21	11	Pegawai-pegawai Akhis berkata kepadanya, “Bukankah orang itu Daud, raja negeri itu? Bukankah terhadapnya orang-orang bernyanyi-nyanyi dan menari-nari sambil berkata, ‘Saul mengalahkan beribu-ribu, tetapi Daud berlaksa-laksa?”
